"NET_INCOME","OP_PROFIT_LOSS","TRANS_REV_PAX","PROP_FREIGHT","PROP_BAG","RES_CANCEL_FEES","MISC_OP_REV","TRANS_REVENUE","OP_REVENUES","FLYING_OPS","MAINTENANCE","PAX_SERVICE","AIRCFT_SERVICES","GENERAL_ADMIN","DEPREC_AMORT","TRANS_EXPENSES","OP_EXPENSES","INCOME_PRE_TAX","AIRLINE_ID","UNIQUE_CARRIER","UNIQUE_CARRIER_NAME","CARRIER_NAME","UNIQUE_CARRIER_ENTITY","REGION","YEAR","QUARTER",
-816.35,-19647.84,28083.08,0.00,0.00,0.00,0.00,0.00,28083.08,14934.70,20758.40,2540.94,2069.72,6830.50,589.11,0.00,47730.92,-816.35,20445,"C5","Commutair Aka Champlain Enterprises, Inc.","Commutair Aka Champlain Enterprises, Inc.","06944","D",2021,1,
-666.12,15872.82,0.00,121766.59,0.00,0.00,12621.10,0.00,499577.02,231777.22,101705.47,8955.03,65297.09,35041.78,34950.08,205.63,483704.20,7639.08,20007,"5Y","Atlas Air Inc.","Atlas Air Inc.","16087","I",2021,1,
-550.79,-1793.61,7630.28,0.00,0.00,0.00,0.00,0.00,7630.28,2717.75,4070.15,510.51,43.58,1230.29,851.61,0.00,9423.89,-550.79,20378,"YV","Mesa Airlines Inc.","Mesa Airlines Inc.","11022","L",2021,2,
-537.68,-213.58,1098.54,0.00,0.00,0.00,0.00,0.00,1098.54,598.50,456.68,148.20,2.40,90.57,15.77,0.00,1312.12,-537.68,20363,"9E","Endeavor Air Inc.","Endeavor Air Inc.","11027","L",2021,3,
-521.96,-2437.78,11146.48,0.00,1909.83,0.00,847.31,0.00,13924.28,5299.48,1966.44,0.00,0.00,0.00,560.82,0.00,16362.06,-521.96,20401,"3M","Silver Airways","Silver Airways","06888","D",2021,2,
-450.81,-4397.16,7421.95,0.00,0.00,0.00,0.00,0.00,7421.95,3319.46,5524.54,525.54,59.42,950.59,1439.54,0.00,11819.10,-450.81,20378,"YV","Mesa Airlines Inc.","Mesa Airlines Inc.","11022","L",2021,1,
-441.47,-181.34,1049.57,0.00,0.00,0.00,0.00,0.00,1049.57,536.49,428.88,139.54,2.15,108.63,15.22,0.00,1230.92,-441.47,20363,"9E","Endeavor Air Inc.","Endeavor Air Inc.","11027","L",2021,2,
-355.96,-605.27,1378.76,0.00,202.23,0.00,141.50,0.00,1739.27,839.81,229.19,0.00,0.00,0.00,121.68,0.00,2344.54,-355.96,20401,"3M","Silver Airways","Silver Airways","11056","I",2021,1,
-327.31,-811.21,0.00,0.00,0.00,0.00,230.83,0.00,2935.97,2635.21,202.21,0.00,0.00,0.00,56.39,0.00,3747.19,18.38,20166,"GFQ","Gulf And Caribbean Cargo","Gulf And Caribbean Cargo","16565","I",2021,1,
-278.08,904.94,0.00,214563.26,0.00,0.00,161771.97,0.00,382830.11,334214.20,693.45,0.00,26819.56,2895.94,344.61,8466.28,381925.17,-271.63,20100,"PO","Polar Air Cargo Airways","Polar Air Cargo Airways","16758","P",2021,2,
-265.36,-264.57,0.00,275.06,0.00,0.00,75.37,212.62,1381.10,-5257.80,4494.78,,202.93,,1576.83,475.93,1645.67,-265.36,20108,"NC","Northern Air Cargo Inc.","Northern Air Cargo Inc.","06721","D",2021,3,
-262.22,-117.78,662.83,0.00,0.00,0.00,0.00,0.00,662.83,340.78,310.00,87.08,1.54,31.04,10.17,0.00,780.61,-262.22,20363,"9E","Endeavor Air Inc.","Endeavor Air Inc.","11027","L",2021,1,
-199.16,-264.40,0.00,182742.94,0.00,0.00,131262.87,0.00,322216.35,273427.25,638.56,0.00,29036.20,2867.90,316.22,8331.45,322480.75,-199.16,20100,"PO","Polar Air Cargo Airways","Polar Air Cargo Airways","16758","P",2021,1,
-178.53,-1449.16,3378.89,0.00,0.00,0.00,0.00,52.09,3430.98,1738.63,1996.74,351.82,74.12,243.54,473.00,0.00,4880.14,-132.34,20304,"OO","SkyWest Airlines Inc.","SkyWest Airlines Inc.","11025","L",2021,1,
-165.99,-775.25,3544.75,0.00,607.35,0.00,269.46,0.00,4428.13,1685.32,625.36,0.00,0.00,0.00,178.35,0.00,5203.38,-165.99,20401,"3M","Silver Airways","Silver Airways","11056","I",2021,2,
-35.47,-90.00,249.53,0.00,0.00,0.00,0.00,0.00,249.53,192.11,79.24,24.05,11.98,22.09,10.06,0.00,339.54,-46.38,20397,"OH","PSA Airlines Inc.","PSA Airlines Inc.","11030","L",2021,3,
-24.94,234.40,0.00,47035.46,0.00,0.00,35462.83,0.00,83922.06,73228.71,152.02,0.00,5879.25,634.83,75.54,1855.93,83687.67,-23.52,20100,"PO","Polar Air Cargo Airways","Polar Air Cargo Airways","06758","D",2021,2,
-16.61,692.58,0.00,187049.39,0.00,0.00,163521.37,0.00,359804.81,312851.51,605.02,0.00,26832.69,3079.03,360.00,8352.37,359112.23,-32.78,20100,"PO","Polar Air Cargo Airways","Polar Air Cargo Airways","16758","P",2021,3,
-4.91,-105.73,229.26,0.00,0.00,0.00,0.00,0.00,229.26,162.08,89.24,25.85,15.51,30.51,11.80,0.00,334.99,-6.33,20397,"OH","PSA Airlines Inc.","PSA Airlines Inc.","11030","L",2021,1,
-4.85,142.20,0.00,38784.39,0.00,0.00,33905.89,0.00,74604.95,64870.67,125.45,0.00,5563.71,638.43,74.65,1731.85,74462.75,-8.21,20100,"PO","Polar Air Cargo Airways","Polar Air Cargo Airways","06758","D",2021,3,
-2.08,-25.27,94.52,0.00,0.00,0.00,0.00,0.00,94.52,56.03,35.81,9.82,4.76,9.42,3.95,0.00,119.78,-2.51,20397,"OH","PSA Airlines Inc.","PSA Airlines Inc.","11030","L",2021,2,
-1.00,292.39,0.00,28837.70,0.00,0.00,786.98,2579.48,49301.27,25323.84,6666.07,,5923.57,6845.31,1500.69,2665.37,49008.88,-17.62,20151,"M6","Amerijet International","Amerijet International","16052","L",2021,3,
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19687,"QX","Horizon Air","Horizon Air","11023","L",2021,3,
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19687,"QX","Horizon Air","Horizon Air","11023","L",2021,1,
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19687,"QX","Horizon Air","Horizon Air","11023","L",2021,2,
5.14,-103.76,328.69,0.00,0.00,0.00,0.00,0.00,328.69,126.45,206.78,19.54,16.90,57.87,4.81,0.00,432.46,5.33,20445,"C5","Commutair Aka Champlain Enterprises, Inc.","Commutair Aka Champlain Enterprises, Inc.","11059","L",2021,2,
21.46,38.58,0.00,4515.89,0.00,0.00,3947.86,0.00,8686.69,7531.25,14.61,0.00,647.82,74.34,8.69,201.65,8648.11,21.07,20100,"PO","Polar Air Cargo Airways","Polar Air Cargo Airways","16757","A",2021,3,
28.76,14.42,0.00,40174.01,0.00,0.00,28856.69,0.00,70835.70,60037.42,140.38,0.00,6383.29,630.48,69.52,1831.58,70821.29,28.76,20100,"PO","Polar Air Cargo Airways","Polar Air Cargo Airways","06758","D",2021,1,
123.35,58.78,768.80,0.00,0.00,0.00,20.84,0.00,789.64,231.86,244.58,82.53,9.11,66.87,95.92,0.00,730.87,162.44,20452,"YX","Republic Airline","Republic Airline","11029","L",2021,2,
129.39,-8.44,656.51,0.00,0.00,0.00,15.44,0.00,671.95,217.99,230.06,75.24,8.33,64.18,84.59,0.00,680.39,175.67,20452,"YX","Republic Airline","Republic Airline","11029","L",2021,3,
159.80,-218.71,1689.88,0.00,0.00,0.00,0.00,0.00,1689.88,592.14,906.84,83.27,68.25,236.57,20.43,0.00,1908.59,116.66,20445,"C5","Commutair Aka Champlain Enterprises, Inc.","Commutair Aka Champlain Enterprises, Inc.","11059","L",2021,3,
170.40,167.11,0.00,9217.25,0.00,0.00,6620.68,0.00,16252.05,13610.78,32.20,0.00,1464.54,144.65,15.95,420.22,16084.94,170.40,20100,"PO","Polar Air Cargo Airways","Polar Air Cargo Airways","16757","A",2021,1,
177.41,-470.57,3957.39,0.00,0.00,0.00,0.00,38.26,3995.65,1908.73,1469.35,347.72,92.62,240.52,404.80,0.00,4466.22,244.11,20304,"OO","SkyWest Airlines Inc.","SkyWest Airlines Inc.","11025","L",2021,2,
226.20,333.33,0.00,0.00,0.00,0.00,0.00,0.00,5357.43,2508.70,428.97,608.74,632.59,341.97,502.88,0.01,5024.09,226.20,20377,"X9","Omni Air International LLC","Omni Air International LLC","06738","D",2021,3,
268.95,268.95,0.00,0.00,0.00,0.00,2137.85,996.49,3486.84,1247.71,307.14,0.00,0.00,0.00,452.84,1210.21,3217.89,268.95,21352,"0WQ","Avjet Corporation","Avjet Corporation","01150","D",2021,2,
284.19,328.43,,,,,,,3874.43,1151.33,1076.27,,,,717.57,92.63,3546.00,284.19,20372,"KLQ","Kalitta Charters II","Kalitta Charters II","16770","I",2021,1,
303.02,367.70,0.00,11731.23,0.00,0.00,8844.87,0.00,20931.20,17954.91,37.91,0.00,1466.36,158.34,18.84,462.89,20563.50,303.37,20100,"PO","Polar Air Cargo Airways","Polar Air Cargo Airways","16757","A",2021,2,
310.97,-261.49,414.90,5703.47,20.13,,15.81,518.29,18163.63,7756.83,4471.31,,,,752.80,121.18,18425.12,310.97,20408,"5V","Tatonduk Outfitters Limited d/b/a Everts Air Alaska and Everts Air Cargo","Tatonduk Outfitters Limited d/b/a Everts Air Alask","06860","D",2021,3,
431.34,-17774.20,114083.00,0.00,0.00,0.00,0.00,0.00,114083.00,39396.24,48588.11,7106.29,638.42,18022.09,18106.06,0.00,131857.21,431.34,20378,"YV","Mesa Airlines Inc.","Mesa Airlines Inc.","06689","D",2021,2,
459.37,-348.61,4696.57,0.00,0.00,0.00,0.00,42.60,4739.17,2320.28,1562.75,405.91,130.39,297.32,368.61,0.00,5087.77,433.38,20304,"OO","SkyWest Airlines Inc.","SkyWest Airlines Inc.","11025","L",2021,3,
655.65,-13244.92,41955.90,0.00,0.00,0.00,0.00,0.00,41955.90,16140.07,26394.44,2494.05,2157.16,7386.74,613.34,0.00,55200.82,679.80,20445,"C5","Commutair Aka Champlain Enterprises, Inc.","Commutair Aka Champlain Enterprises, Inc.","06944","D",2021,2,
671.95,1486.73,11328.52,1501.71,577.74,83.65,1039.58,814.37,28606.64,3811.75,1625.08,865.68,9941.27,4198.95,3532.37,1830.78,27119.91,671.95,21492,"1BQ","Eastern Airlines f/k/a Dynamic Airways, LLC","Eastern Airlines f/k/a Dynamic Airways, LLC","11019","I",2021,3,
685.55,-151.53,0.00,0.00,0.00,0.00,0.00,0.00,1192.53,648.18,132.05,142.61,165.20,93.58,162.21,0.08,1344.06,685.55,20377,"X9","Omni Air International LLC","Omni Air International LLC","06738","D",2021,1,
699.20,699.20,0.00,0.00,0.00,0.00,0.00,1378.60,1389.24,0.00,0.00,0.00,0.00,0.00,0.00,685.26,690.04,699.20,21652,"27Q","Jet Aviation Flight Services, Inc.","Jet Aviation Flight Services, Inc.","11046","I",2021,1,
730.27,730.27,0.00,0.00,0.00,0.00,0.00,1550.83,1563.79,0.00,0.00,0.00,0.00,0.00,0.00,825.26,833.52,730.27,21652,"27Q","Jet Aviation Flight Services, Inc.","Jet Aviation Flight Services, Inc.","11046","I",2021,2,
746.22,-454.82,4044.29,0.00,0.00,0.00,20.52,0.00,4064.81,1415.40,1568.00,425.51,57.56,458.78,594.39,0.00,4519.63,987.77,20452,"YX","Republic Airline","Republic Airline","11029","L",2021,1,
751.79,751.79,0.00,0.00,0.00,0.00,0.00,1634.19,1648.10,0.00,0.00,0.00,0.00,0.00,0.00,889.24,896.31,751.79,21652,"27Q","Jet Aviation Flight Services, Inc.","Jet Aviation Flight Services, Inc.","11046","I",2021,3,
768.35,887.96,,,,,,,10475.31,3112.85,2909.92,,,,1940.09,250.44,9587.34,768.35,20372,"KLQ","Kalitta Charters II","Kalitta Charters II","06774","D",2021,1,
820.88,270.59,228.42,3735.52,10.36,,31.51,211.98,17867.80,6678.28,5299.95,,,,752.80,331.35,17597.21,820.88,20408,"5V","Tatonduk Outfitters Limited d/b/a Everts Air Alaska and Everts Air Cargo","Tatonduk Outfitters Limited d/b/a Everts Air Alask","06860","D",2021,1,
833.78,890.16,4314.86,0.78,214.48,24.30,9.75,144.38,4708.55,1259.09,198.29,473.89,1167.73,293.15,186.99,1.54,3818.40,1221.31,20409,"B6","JetBlue Airways","JetBlue Airways","10875","A",2021,3,
994.89,2586.54,0.00,31163.82,0.00,0.00,633.45,5739.71,54201.03,26730.37,6785.26,,2576.88,10989.33,1890.41,2545.47,51614.50,2048.32,20151,"M6","Amerijet International","Amerijet International","06052","D",2021,1,
1127.95,1048.27,,1479.57,,,,,16632.34,6629.23,5466.92,,1039.93,1122.79,1325.20,,15584.07,1127.95,20177,"PFQ","Asia Pacific","Asia Pacific","16070","I",2021,3,
1294.05,-67664.32,20179.79,0.00,0.00,0.00,32263.22,0.00,52443.01,21476.67,17782.01,3887.35,52830.98,19968.05,4162.29,0.00,120107.34,1637.46,20427,"PT","Piedmont Airlines","Piedmont Airlines","06918","D",2021,1,
1379.32,1085.56,0.00,0.00,0.00,0.00,0.00,31185.34,31185.34,0.00,0.00,0.00,0.00,0.00,0.00,27625.17,30099.78,1379.32,21974,"3EQ","Scott Aviation, LLC  d/b/a  Silver Air","Scott Aviation, LLC  d/b/a  Silver Air","01234","D",2021,3,
1388.70,1341.02,,1207.25,,,,,16078.15,5146.24,5959.75,,1432.19,971.07,1227.87,,14737.13,1388.70,20177,"PFQ","Asia Pacific","Asia Pacific","16070","I",2021,1,
1564.60,2874.24,0.00,25642.14,0.00,0.00,911.69,4722.73,45343.56,21994.22,5583.03,,2120.31,9042.21,1555.47,2094.46,42469.33,2431.38,20151,"M6","Amerijet International","Amerijet International","16052","L",2021,1,
1612.39,-221.90,0.00,0.00,0.00,0.00,0.00,0.00,4818.15,2592.37,533.60,464.20,582.42,304.14,561.56,0.00,5040.05,1612.39,20377,"X9","Omni Air International LLC","Omni Air International LLC","06738","D",2021,2,
1703.13,-230.20,0.00,0.00,0.00,0.00,0.00,23834.11,23834.11,0.00,0.00,0.00,0.00,0.00,0.00,21851.31,24064.31,1703.13,21974,"3EQ","Scott Aviation, LLC  d/b/a  Silver Air","Scott Aviation, LLC  d/b/a  Silver Air","01234","D",2021,1,
1743.41,1932.97,0.00,0.00,0.00,0.00,200.50,0.00,9309.28,4799.17,984.83,0.00,0.00,0.00,299.82,0.00,7376.31,1825.72,20166,"GFQ","Gulf And Caribbean Cargo","Gulf And Caribbean Cargo","06565","D",2021,3,
1769.69,3672.78,0.00,37167.96,0.00,0.00,917.62,2976.75,61854.06,30615.86,6925.68,,5114.18,10182.66,2020.43,3221.15,58181.29,3269.04,20151,"M6","Amerijet International","Amerijet International","06052","D",2021,2,
1806.27,1749.64,,1316.62,,,,,18115.13,5798.19,6727.21,,1361.23,1167.10,1311.76,,16365.49,1806.27,20177,"PFQ","Asia Pacific","Asia Pacific","16070","I",2021,2,
1806.63,2012.36,0.00,0.00,0.00,92.40,3784.80,0.00,25318.64,19037.32,3389.98,209.33,0.00,445.92,223.72,0.00,23306.27,1806.63,21979,"3FQ","Western Air Charter, Inc.  d/b/a  Jet Edge","Western Air Charter, Inc.  d/b/a  Jet Edge","11057","I",2021,2,
1910.57,1546.63,0.00,5407.99,0.00,0.00,214.71,0.00,11422.46,3806.25,4474.23,0.00,84.55,585.49,684.52,232.27,9875.83,1914.01,20453,"ABX","ABX Air Inc","ABX Air Inc","11009","A",2021,2,
1933.09,-1163.26,3907.92,0.00,643.68,0.00,288.32,0.00,4845.78,2039.58,651.60,0.00,0.00,0.00,195.63,0.00,6009.04,1933.09,20401,"3M","Silver Airways","Silver Airways","11056","I",2021,3,
1935.42,-9479.71,62474.44,0.00,23254.93,2611.33,32270.56,253.46,120864.71,63878.37,8085.28,7337.92,10763.04,25824.57,9728.09,0.00,130344.42,-2227.18,20416,"NK","Spirit Air Lines","Spirit Air Lines","16831","L",2021,3,
1967.04,-1154.41,17175.45,0.00,7077.06,2272.47,384.18,8055.76,34964.92,20765.01,2131.63,1975.01,7655.22,1248.50,493.23,0.00,36119.33,3456.16,20436,"F9","Frontier Airlines Inc.","Frontier Airlines Inc.","16461","L",2021,3,
1973.52,-45216.09,39328.70,0.00,0.00,0.00,54094.47,0.00,93423.17,23364.78,22607.72,4665.27,63168.78,20712.54,4120.16,0.00,138639.25,2538.60,20427,"PT","Piedmont Airlines","Piedmont Airlines","06918","D",2021,2,
2014.06,3457.73,0.00,28195.38,0.00,0.00,1086.58,2258.14,47593.69,23225.00,5253.78,,3879.59,7724.50,1532.69,2443.54,44135.96,3151.45,20151,"M6","Amerijet International","Amerijet International","16052","L",2021,2,
2302.38,1871.38,0.00,5477.13,0.00,0.00,205.71,0.00,11400.48,3825.94,4122.59,0.00,94.63,610.06,619.96,246.80,9529.10,2302.38,20453,"ABX","ABX Air Inc","ABX Air Inc","11009","A",2021,1,
2424.04,9.06,0.00,0.00,0.00,0.00,0.00,27062.57,27062.57,0.00,0.00,0.00,0.00,0.00,0.00,24584.83,27053.51,2424.04,21974,"3EQ","Scott Aviation, LLC  d/b/a  Silver Air","Scott Aviation, LLC  d/b/a  Silver Air","01234","D",2021,2,
2448.92,3451.63,14945.69,1534.44,417.41,47.41,208.72,1002.44,21327.32,2541.19,1272.42,762.37,4752.34,3685.22,2731.10,864.75,17875.69,2448.92,21492,"1BQ","Eastern Airlines f/k/a Dynamic Airways, LLC","Eastern Airlines f/k/a Dynamic Airways, LLC","11019","I",2021,2,
2523.84,2846.23,0.00,0.00,0.00,0.00,186.11,0.00,10793.28,5084.90,1133.53,0.00,0.00,0.00,301.48,0.00,7947.04,2749.88,20166,"GFQ","Gulf And Caribbean Cargo","Gulf And Caribbean Cargo","06565","D",2021,2,
2596.91,2754.72,0.00,0.00,0.00,41.86,3540.24,0.00,18738.47,11278.32,2093.94,100.65,0.00,2274.53,236.31,0.00,15983.75,2596.91,21979,"3FQ","Western Air Charter, Inc.  d/b/a  Jet Edge","Western Air Charter, Inc.  d/b/a  Jet Edge","11057","I",2021,1,
2685.03,-2898.06,13118.15,0.00,6040.01,1389.22,536.68,6483.66,27567.72,17369.35,1847.89,1951.69,6558.72,777.99,481.75,0.00,30465.78,1917.74,20436,"F9","Frontier Airlines Inc.","Frontier Airlines Inc.","16461","L",2021,2,
2701.80,2486.09,0.00,5727.50,0.00,0.00,159.99,0.00,11489.32,3847.44,4279.38,0.00,111.24,476.88,608.16,-326.90,9003.23,2822.38,20453,"ABX","ABX Air Inc","ABX Air Inc","11009","A",2021,3,
2745.00,-24137.00,38140.00,997.00,236.00,,8865.00,359.00,48686.00,26177.00,9554.00,4753.00,15389.00,5384.00,7426.00,659.00,72823.00,3458.00,19393,"WN","Southwest Airlines Co.","Southwest Airlines Co.","11033","L",2021,1,
2872.00,3298.00,62518.00,-134.00,3485.00,3893.00,0.00,0.00,70148.00,27697.00,6490.00,7418.00,12249.00,4731.00,3990.00,0.00,66849.00,3681.00,19930,"AS","Alaska Airlines Inc.","Alaska Airlines Inc.","16031","L",2021,3,
3166.28,2602.77,0.00,0.00,0.00,0.00,268.81,0.00,10691.31,5699.19,813.60,0.00,0.00,0.00,299.31,0.00,8088.54,3568.83,20166,"GFQ","Gulf And Caribbean Cargo","Gulf And Caribbean Cargo","06565","D",2021,1,
3387.44,3387.44,0.00,0.00,0.00,0.00,0.00,13767.29,13892.17,0.00,0.00,0.00,0.00,0.00,0.00,10413.21,10504.73,3387.44,21652,"27Q","Jet Aviation Flight Services, Inc.","Jet Aviation Flight Services, Inc.","01194","D",2021,2,
3484.70,3496.52,0.00,0.00,0.00,0.00,0.00,0.00,15033.94,6695.14,1036.17,633.64,456.76,2518.27,196.53,0.00,11537.42,3484.70,20405,"N8","National Air Cargo Group Inc d/ba National Airlines","National Air Cargo Group Inc d/ba National Airline","07029","D",2021,1,
3527.46,3512.02,0.00,11974.00,0.00,0.00,4099.06,1836.52,44544.38,5467.45,1463.39,0.00,6407.79,2292.77,936.37,24315.06,41032.37,3527.46,21634,"KH","Aloha Air Cargo","Aloha Air Cargo","01146","D",2021,1,
3615.85,4013.64,0.00,39099.92,0.00,0.00,537.60,3497.41,65765.54,29638.26,9038.27,,8031.55,9281.29,2034.72,3613.87,61751.90,3593.31,20151,"M6","Amerijet International","Amerijet International","06052","D",2021,3,
3775.81,4193.65,0.00,9738.48,0.00,0.00,0.00,375.00,10113.48,3434.10,2117.39,0.00,0.00,0.00,54.04,0.00,5919.83,4193.65,21577,"1TQ","Rhoades Aviation dba Transair","Rhoades Aviation dba Transair","81001","D",2021,1,
3874.67,3874.67,0.00,0.00,0.00,0.00,3930.98,3563.78,8085.07,1332.73,840.40,0.00,0.00,0.00,669.25,1368.00,4210.39,3874.67,21352,"0WQ","Avjet Corporation","Avjet Corporation","01150","D",2021,3,
4022.83,4022.83,0.00,0.00,0.00,0.00,0.00,14614.33,14738.27,0.00,0.00,0.00,0.00,0.00,0.00,10634.63,10715.44,4022.83,21652,"27Q","Jet Aviation Flight Services, Inc.","Jet Aviation Flight Services, Inc.","01194","D",2021,3,
4073.50,-14156.11,55284.17,0.00,0.00,0.00,0.00,-257.57,55026.60,35670.08,23752.32,3312.77,3498.14,1825.86,1108.81,0.00,69182.71,4073.50,20500,"G7","GoJet Airlines LLC d/b/a United Express","GoJet Airlines LLC d/b/a United Express","07041","D",2021,3,
4113.19,-57551.76,319320.91,15852.11,17510.88,394.57,3193.15,27171.40,384061.56,162749.59,51901.35,46412.01,69033.36,50198.81,32602.95,3816.93,441613.32,2122.00,19690,"HA","Hawaiian Airlines Inc.","Hawaiian Airlines Inc.","05375","D",2021,2,
4134.92,2752.32,0.00,8945.10,0.00,0.00,0.00,375.00,9320.10,3243.84,2994.73,0.00,0.00,0.00,54.04,0.00,6567.78,4134.92,21577,"1TQ","Rhoades Aviation dba Transair","Rhoades Aviation dba Transair","81001","D",2021,2,
4215.47,4695.52,0.00,0.00,0.00,215.60,8831.19,0.00,59076.82,44420.42,7909.96,488.43,0.00,1040.48,522.00,0.00,54381.30,4215.47,21979,"3FQ","Western Air Charter, Inc.  d/b/a  Jet Edge","Western Air Charter, Inc.  d/b/a  Jet Edge","01235","D",2021,2,
4355.31,4355.31,0.00,0.00,0.00,0.00,0.00,12485.95,12613.15,0.00,0.00,0.00,0.00,0.00,0.00,8189.02,8257.84,4355.31,21652,"27Q","Jet Aviation Flight Services, Inc.","Jet Aviation Flight Services, Inc.","01194","D",2021,1,
4583.43,4964.01,0.00,19583.36,0.00,0.00,2285.33,0.00,25090.69,12664.95,3500.95,0.00,133.80,3369.85,457.13,0.00,20126.68,4583.43,20195,"WI","Sky Lease Cargo","Sky Lease Cargo","16884","I",2021,3,
4854.40,5387.73,0.00,0.00,0.00,69.95,7954.31,0.00,26914.65,17453.03,4591.28,267.38,0.00,-1020.20,235.43,0.00,21526.92,4850.38,21979,"3FQ","Western Air Charter, Inc.  d/b/a  Jet Edge","Western Air Charter, Inc.  d/b/a  Jet Edge","11057","I",2021,3,
5013.46,-6861.64,53018.17,0.00,0.00,0.00,0.00,0.00,53018.17,18577.70,28450.96,2612.38,2141.41,7422.19,640.97,0.00,59879.80,3660.04,20445,"C5","Commutair Aka Champlain Enterprises, Inc.","Commutair Aka Champlain Enterprises, Inc.","06944","D",2021,3,
5113.32,-3077.02,10337.06,0.00,1702.64,0.00,762.64,0.00,12817.84,5395.01,1723.58,0.00,0.00,0.00,517.48,0.00,15894.85,5113.32,20401,"3M","Silver Airways","Silver Airways","06888","D",2021,3,
5424.65,-111967.21,174218.74,0.00,0.00,0.00,77.69,16.46,174312.89,101037.98,57896.61,13430.26,65482.45,43778.37,4642.69,0.23,286280.10,5880.02,20398,"MQ","Envoy Air","Envoy Air","06820","D",2021,1,
5536.13,5536.14,0.00,0.00,0.00,0.00,936.13,0.00,8323.02,1570.18,629.41,0.00,510.89,76.39,0.00,0.00,2786.88,5536.13,20169,"L2","Lynden Air Cargo Airlines","Lynden Air Cargo Airlines","11040","I",2021,1,
5830.36,5827.81,0.00,14185.06,0.00,0.00,20090.45,2437.07,51228.20,8546.79,1118.44,0.00,6533.57,3175.97,666.62,25204.37,45400.39,5830.36,21634,"KH","Aloha Air Cargo","Aloha Air Cargo","01146","D",2021,2,
6059.46,6427.68,0.00,0.00,0.00,97.68,8260.56,0.00,43723.10,26316.07,4885.87,234.85,0.00,5307.25,551.38,0.00,37295.42,6059.46,21979,"3FQ","Western Air Charter, Inc.  d/b/a  Jet Edge","Western Air Charter, Inc.  d/b/a  Jet Edge","01235","D",2021,1,
6152.07,8395.42,0.00,21063.81,0.00,0.00,641.41,0.00,28355.61,15967.70,370.93,0.00,1175.09,486.17,208.21,0.00,19960.19,8435.69,20190,"9S","Southern Air Inc.","Southern Air Inc.","06841","D",2021,1,
6361.34,6900.02,0.00,0.00,0.00,0.00,32.22,0.00,82712.46,30966.54,34158.86,59.49,2442.39,5366.57,2818.60,0.00,75812.44,6361.34,19874,"8C","Air Transport International","Air Transport International","06029","D",2021,2,
6738.32,7169.74,11572.61,509.59,1828.14,433.05,-17.17,77.98,19965.65,4985.03,978.75,839.30,2930.76,1357.77,1055.64,0.00,12795.91,6738.32,20422,"SY","Sun Country Airlines d/b/a MN Airlines","Sun Country Airlines d/b/a MN Airlines","16795","L",2021,3,
6995.96,7757.07,0.00,0.00,0.00,0.00,163.95,0.00,86824.64,32215.28,36548.94,79.32,2556.16,4683.73,2984.14,0.00,79067.56,6995.96,19874,"8C","Air Transport International","Air Transport International","06029","D",2021,3,
