"NET_INCOME","OP_PROFIT_LOSS","TRANS_REV_PAX","PROP_FREIGHT","PROP_BAG","RES_CANCEL_FEES","MISC_OP_REV","TRANS_REVENUE","OP_REVENUES","FLYING_OPS","MAINTENANCE","PAX_SERVICE","AIRCFT_SERVICES","GENERAL_ADMIN","DEPREC_AMORT","TRANS_EXPENSES","OP_EXPENSES","INCOME_PRE_TAX","AIRLINE_ID","UNIQUE_CARRIER","UNIQUE_CARRIER_NAME","CARRIER_NAME","UNIQUE_CARRIER_ENTITY","REGION","YEAR","QUARTER",
7124.54,7126.45,0.00,0.00,0.00,0.00,492.35,0.00,11423.02,2254.33,1189.27,0.00,753.86,99.11,0.00,0.00,4296.57,7126.45,20169,"L2","Lynden Air Cargo Airlines","Lynden Air Cargo Airlines","11040","I",2021,2,
7148.00,14424.00,107021.00,0.00,0.00,0.00,1.00,0.00,107022.00,20713.00,22692.00,7478.00,6390.00,18218.00,17108.00,0.00,92599.00,9459.00,19687,"QX","Horizon Air","Horizon Air","06580","D",2021,3,
7165.00,14763.80,80078.65,23992.82,15926.08,3772.55,628.35,679.29,153697.14,56838.76,13805.29,7897.45,23622.11,16915.06,12973.06,0.00,138933.34,9461.87,20422,"SY","Sun Country Airlines d/b/a MN Airlines","Sun Country Airlines d/b/a MN Airlines","06795","D",2021,3,
7997.63,-71318.27,237674.72,0.00,0.00,0.00,113.50,21.87,237810.09,105187.10,60523.79,17352.30,77042.61,44343.71,4655.14,-0.06,309128.36,9367.03,20398,"MQ","Envoy Air","Envoy Air","06820","D",2021,2,
8687.01,3370.99,12786.56,1897.23,1873.09,377.52,11.64,87.95,18821.99,5882.92,1622.14,891.26,2966.18,1867.29,1381.12,0.00,15451.00,8687.01,20422,"SY","Sun Country Airlines d/b/a MN Airlines","Sun Country Airlines d/b/a MN Airlines","16795","L",2021,2,
8742.95,-36622.25,89327.53,0.00,0.00,0.00,0.00,0.00,89327.53,41721.02,47016.56,6524.72,683.06,10927.54,19076.88,0.00,125949.77,8742.95,20378,"YV","Mesa Airlines Inc.","Mesa Airlines Inc.","06689","D",2021,1,
8762.20,7093.08,0.00,24801.88,0.00,0.00,984.71,0.00,52385.21,17456.09,20519.55,0.00,387.76,2685.15,3139.33,1065.22,45292.13,8777.96,20453,"ABX","ABX Air Inc","ABX Air Inc","80006","D",2021,2,
8777.04,11551.10,0.00,22554.83,0.00,0.00,722.37,0.00,29777.76,14301.59,364.83,0.00,1190.26,437.99,204.86,0.00,18226.66,11554.34,20190,"9S","Southern Air Inc.","Southern Air Inc.","06841","D",2021,2,
8797.89,8790.24,0.00,0.00,0.00,0.00,878.02,0.00,13635.17,2674.91,675.46,0.00,1102.91,414.74,0.00,0.10,4844.92,8799.84,20169,"L2","Lynden Air Cargo Airlines","Lynden Air Cargo Airlines","11040","I",2021,3,
8957.98,11251.11,0.00,23846.76,0.00,0.00,889.63,0.00,32880.20,17252.50,373.04,0.00,1385.25,500.68,224.42,0.00,21629.09,11286.56,20190,"9S","Southern Air Inc.","Southern Air Inc.","06841","D",2021,3,
9253.78,-3807.31,48558.18,0.00,0.00,0.00,0.00,3396.74,51954.92,28422.88,18847.77,2527.26,2821.51,2014.76,1112.40,0.00,55762.22,9253.78,20500,"G7","GoJet Airlines LLC d/b/a United Express","GoJet Airlines LLC d/b/a United Express","07041","D",2021,2,
9300.44,-2275.59,40700.17,0.00,0.00,0.00,0.00,1205.55,41905.72,21906.94,14331.70,2370.64,2039.76,2400.27,1116.03,0.00,44181.31,9300.44,20500,"G7","GoJet Airlines LLC d/b/a United Express","GoJet Airlines LLC d/b/a United Express","07041","D",2021,1,
9309.28,-74731.03,202665.11,0.00,41330.16,7654.93,446.58,3996.98,263786.13,155806.79,35017.74,23564.38,44700.77,25632.99,42608.24,0.00,338517.16,9309.28,20368,"G4","Allegiant Air","Allegiant Air","06035","D",2021,1,
10089.55,8200.79,0.00,24002.02,0.00,0.00,901.46,0.00,49959.44,16766.13,18066.11,0.00,414.68,2673.43,2716.78,1081.51,41758.64,10089.55,20453,"ABX","ABX Air Inc","ABX Air Inc","80006","D",2021,1,
10157.29,-173144.30,469557.57,0.00,0.00,0.00,0.00,8361.53,516174.26,290758.12,231178.28,45556.86,34648.52,36867.78,49852.97,0.00,689318.56,15809.40,20304,"OO","SkyWest Airlines Inc.","SkyWest Airlines Inc.","06700","D",2021,1,
10986.00,-4115.00,107105.00,1511.00,488.00,,16568.00,686.00,126602.00,50186.00,12963.00,11611.00,27059.00,11542.00,10095.00,939.00,130717.00,15853.00,19393,"WN","Southwest Airlines Co.","Southwest Airlines Co.","11033","L",2021,2,
11316.34,11316.38,0.00,19103.14,0.00,0.00,15020.69,3050.93,57948.32,8240.47,1088.57,0.00,6641.82,3164.18,640.36,26690.93,46631.95,11316.34,21634,"KH","Aloha Air Cargo","Aloha Air Cargo","01146","D",2021,3,
11326.94,12571.37,0.00,0.00,0.00,163.22,18560.06,0.00,62800.84,40723.73,10712.98,623.88,0.00,-2380.46,549.35,0.00,50229.47,11317.56,21979,"3FQ","Western Air Charter, Inc.  d/b/a  Jet Edge","Western Air Charter, Inc.  d/b/a  Jet Edge","01235","D",2021,3,
11678.25,15006.27,,149761.39,,,,17060.29,450068.93,168547.51,89821.77,,35420.55,52640.17,16042.35,63418.94,435062.67,12741.83,20370,"KAQ","Kalitta Air LLC","Kalitta Air LLC","16683","I",2021,3,
12283.15,16071.74,0.00,39398.44,0.00,0.00,1469.81,0.00,54323.05,31020.87,616.09,0.00,2288.64,827.21,370.64,0.00,38251.31,16130.30,20190,"9S","Southern Air Inc.","Southern Air Inc.","16841","I",2021,3,
12379.02,8755.95,0.00,18149.58,0.00,0.00,2096.25,0.00,29956.60,14317.62,2441.03,0.00,679.64,3321.12,441.23,0.00,21200.65,12379.02,20195,"WI","Sky Lease Cargo","Sky Lease Cargo","16884","I",2021,1,
12599.31,11593.40,0.00,26709.05,0.00,0.00,746.09,0.00,53578.14,17941.77,19956.03,0.00,518.76,2223.85,2836.04,-1524.45,41984.75,13161.62,20453,"ABX","ABX Air Inc","ABX Air Inc","80006","D",2021,3,
12838.75,-62884.48,414429.66,0.00,154263.60,17322.50,214069.61,1681.31,801766.69,423742.78,53634.39,48676.70,71397.54,171309.55,64532.15,0.00,864651.16,-14774.20,20416,"NK","Spirit Air Lines","Spirit Air Lines","06830","D",2021,3,
12976.14,17201.11,0.00,0.00,0.00,0.00,1111.13,0.00,88827.32,35625.83,4816.31,0.00,9609.30,10089.51,11485.26,0.00,71626.21,13336.61,21629,"KD","Western Global","Western Global","11042","I",2021,3,
13424.67,-2021.60,47734.53,21315.19,10545.23,3155.03,615.12,754.97,107500.30,41346.69,11270.94,5237.45,19487.59,16231.69,10343.59,0.00,109521.90,18830.88,20422,"SY","Sun Country Airlines d/b/a MN Airlines","Sun Country Airlines d/b/a MN Airlines","06795","D",2021,1,
13729.80,-3881.27,275753.39,0.00,0.00,0.00,6485.59,0.00,282238.98,91577.43,96835.33,31608.11,3510.46,27049.09,35539.84,0.00,286120.25,33170.53,20452,"YX","Republic Airline","Republic Airline","06003","D",2021,3,
13883.55,30290.24,0.00,0.00,0.00,0.00,883.55,0.00,87854.07,30635.96,4490.91,0.00,6567.25,8464.91,7404.79,0.00,57563.83,18499.08,21629,"KD","Western Global","Western Global","11042","I",2021,1,
14341.71,-78649.43,654043.76,44390.81,60315.87,1676.38,304.24,88119.66,848821.83,337481.47,86381.98,78123.62,194483.20,62576.36,79686.75,44435.67,927471.26,16026.08,19977,"UA","United Air Lines Inc.","United Air Lines Inc.","10876","L",2021,3,
14558.00,-965.00,131625.00,1506.00,552.00,,17858.00,853.00,152776.00,61972.00,15158.00,14562.00,30733.00,12481.00,10534.00,944.00,153741.00,19597.00,19393,"WN","Southwest Airlines Co.","Southwest Airlines Co.","11033","L",2021,3,
14821.53,29700.16,0.00,0.00,0.00,0.00,997.42,0.00,103117.74,35390.50,5811.57,0.00,10700.50,10366.58,11148.43,0.00,73417.58,19751.59,21629,"KD","Western Global","Western Global","11042","I",2021,2,
15475.24,19660.76,0.00,39299.81,0.00,0.00,1196.72,0.00,52904.47,25795.72,691.42,0.00,2192.42,907.07,388.11,0.00,33243.72,19735.89,20190,"9S","Southern Air Inc.","Southern Air Inc.","16841","I",2021,1,
16092.43,-61230.31,242171.61,0.00,119057.94,27383.72,5355.65,127817.25,521786.17,354051.71,36711.88,35050.17,107037.99,12367.44,10197.91,0.00,583016.49,11493.79,20436,"F9","Frontier Airlines Inc.","Frontier Airlines Inc.","06460","D",2021,2,
16748.00,-8649.00,63309.00,-115.00,4023.00,1970.00,0.00,0.00,69557.00,31548.00,8789.00,8202.00,14746.00,4749.00,5154.00,0.00,78206.00,22026.00,19930,"AS","Alaska Airlines Inc.","Alaska Airlines Inc.","16031","L",2021,2,
17536.61,20452.36,0.00,0.00,0.00,0.00,0.00,0.00,163394.48,73490.95,12362.22,16567.49,17216.51,9307.01,13991.06,0.34,142942.12,17536.61,20377,"X9","Omni Air International LLC","Omni Air International LLC","16736","I",2021,3,
18019.12,23309.69,0.00,43015.60,0.00,0.00,1377.67,0.00,56790.87,25996.87,694.88,0.00,2270.01,835.31,390.19,0.00,33481.18,23315.88,20190,"9S","Southern Air Inc.","Southern Air Inc.","16841","I",2021,2,
18694.25,18707.82,0.00,0.00,0.00,0.00,0.00,0.00,96425.33,58250.30,5718.51,0.00,6390.77,7123.59,234.35,0.00,77717.51,18694.25,20405,"N8","National Air Cargo Group Inc d/ba National Airlines","National Air Cargo Group Inc d/ba National Airline","11049","I",2021,2,
19447.37,2853.40,52845.29,0.00,0.00,0.00,0.00,15.03,52860.32,18609.90,17065.98,3102.36,792.55,5095.60,5331.95,8.58,50006.92,25632.77,20046,"ZW","Air Wisconsin Airlines Corp","Air Wisconsin Airlines Corp","06024","D",2021,2,
21392.91,-27787.39,278755.39,0.00,125853.34,40412.01,6829.35,143288.49,595138.58,379873.32,39375.79,38701.07,106350.11,17444.57,9525.98,0.00,622925.97,37588.08,20436,"F9","Frontier Airlines Inc.","Frontier Airlines Inc.","06460","D",2021,3,
23077.92,12912.13,0.00,31700.89,0.00,0.00,2108.75,0.00,38174.64,17342.02,2832.28,0.00,1076.69,3565.90,445.62,0.00,25262.51,23077.92,20195,"WI","Sky Lease Cargo","Sky Lease Cargo","16884","I",2021,2,
24085.63,3981.90,49756.13,0.00,0.00,0.00,0.00,18.30,49774.43,16518.33,15802.83,2167.01,824.60,5145.74,5318.03,15.99,45792.53,31706.67,20046,"ZW","Air Wisconsin Airlines Corp","Air Wisconsin Airlines Corp","06024","D",2021,1,
25357.60,25375.58,0.00,0.00,0.00,0.00,0.00,0.00,96984.38,58240.29,7818.81,0.00,2721.04,2828.50,0.00,0.00,71608.80,25357.60,20405,"N8","National Air Cargo Group Inc d/ba National Airlines","National Air Cargo Group Inc d/ba National Airline","11049","I",2021,3,
27125.52,48416.93,0.00,127261.35,0.00,0.00,11237.20,0.00,593565.18,272812.37,112226.97,12312.45,66044.12,40371.78,34100.28,242.80,545148.25,44427.00,20007,"5Y","Atlas Air Inc.","Atlas Air Inc.","16087","I",2021,2,
27951.00,8128.00,130492.00,64254.00,1699.00,505.00,27751.00,2088.00,226996.00,95493.00,19196.00,19017.00,40845.00,14721.00,12741.00,1606.00,218868.00,37052.00,19790,"DL","Delta Air Lines Inc.","Delta Air Lines Inc.","10262","P",2021,3,
29388.45,39138.08,0.00,110983.90,0.00,0.00,0.00,0.00,110983.90,35281.90,19081.83,0.00,9631.94,4520.45,3189.41,0.00,71845.82,38067.94,19917,"5X","United Parcel Service","United Parcel Service","16912","L",2021,2,
29701.65,38679.50,0.00,110186.96,0.00,0.00,0.00,0.00,110186.96,37270.36,17110.10,0.00,9262.73,4615.60,3120.57,0.00,71507.46,37644.67,19917,"5X","United Parcel Service","United Parcel Service","16912","L",2021,3,
29707.36,39860.44,0.00,109650.70,0.00,0.00,0.00,0.00,109650.92,34434.71,18230.03,0.00,9663.59,4165.65,3157.83,0.00,69790.48,38833.16,19917,"5X","United Parcel Service","United Parcel Service","16912","L",2021,1,
30220.00,-59306.00,254513.00,95150.00,17740.00,2064.00,62161.00,700.00,446262.00,233108.00,38193.00,39028.00,91204.00,38333.00,34320.00,548.00,505568.00,39377.00,19790,"DL","Delta Air Lines Inc.","Delta Air Lines Inc.","10261","A",2021,2,
31019.22,-168353.77,948275.47,426.63,88428.68,2632.98,4353.40,79100.53,1123598.93,516638.56,167327.14,111958.90,256366.00,76594.76,100173.82,350.66,1291952.70,27654.85,20409,"B6","JetBlue Airways","JetBlue Airways","06673","D",2021,2,
31530.33,39440.28,0.00,58236.37,0.00,0.00,6036.20,0.00,238928.84,84025.37,47536.71,4282.85,31229.13,16759.16,12796.50,98.35,199488.56,35502.40,20007,"5Y","Atlas Air Inc.","Atlas Air Inc.","06087","D",2021,1,
31934.29,-14605.53,413901.64,19276.87,20156.14,374.75,3689.12,31740.42,493226.20,193103.20,63666.35,55210.03,81841.13,49772.17,32646.86,1858.05,507831.73,36162.13,19690,"HA","Hawaiian Airlines Inc.","Hawaiian Airlines Inc.","05375","D",2021,3,
32430.52,-40996.85,303815.12,172.91,35839.14,1067.12,1764.39,32058.55,375401.21,165907.92,53670.04,37765.72,79848.27,28227.05,33191.06,120.28,416398.06,28913.08,20409,"B6","JetBlue Airways","JetBlue Airways","16673","L",2021,2,
33883.38,-63266.44,587887.04,0.00,0.00,0.00,0.00,7526.68,636536.00,307398.44,220672.79,47577.90,33096.73,37772.74,52746.29,0.00,699802.44,44154.10,20304,"OO","SkyWest Airlines Inc.","SkyWest Airlines Inc.","06700","D",2021,2,
34704.36,15499.99,71866.07,0.00,0.00,0.00,0.00,20.74,71886.81,21865.46,19215.57,3965.78,949.65,4927.80,5446.06,16.51,56386.82,42257.73,20046,"ZW","Air Wisconsin Airlines Corp","Air Wisconsin Airlines Corp","06024","D",2021,3,
39806.00,-57393.00,,755933.00,,,1600.00,857014.00,1623814.00,348775.00,127830.00,,163203.00,176287.00,71691.00,760304.00,1681207.00,-28099.00,20107,"FX","Federal Express Corporation","Federal Express Corporation","16197","P",2021,2,
40855.00,16499.00,104118.00,0.00,0.00,0.00,77.00,0.00,104196.00,18334.00,24792.00,7883.00,4282.00,15510.00,16896.00,0.00,87697.00,52689.00,19687,"QX","Horizon Air","Horizon Air","06580","D",2021,1,
41054.46,41066.28,0.00,0.00,0.00,0.00,0.00,0.00,75460.36,23049.36,3404.46,0.00,1693.45,5668.36,576.41,0.00,34394.08,41054.46,20405,"N8","National Air Cargo Group Inc d/ba National Airlines","National Air Cargo Group Inc d/ba National Airline","11049","I",2021,1,
41736.79,71745.48,0.00,152524.34,0.00,0.00,12611.95,0.00,617531.88,291108.96,92481.06,13271.12,64378.63,38891.72,38611.09,248.04,545786.40,63401.45,20007,"5Y","Atlas Air Inc.","Atlas Air Inc.","16087","I",2021,3,
42397.65,20127.64,324774.31,0.00,68887.94,23307.73,26005.75,5371.72,459464.40,189311.24,43276.92,22830.94,73904.96,39823.21,45835.38,0.00,439336.76,53374.64,20368,"G4","Allegiant Air","Allegiant Air","06035","D",2021,3,
43066.05,6043.36,64242.98,20263.62,14003.20,2822.30,782.68,657.55,130367.01,48247.53,14626.72,7106.71,19017.39,16495.20,12078.54,0.00,124323.65,52534.53,20422,"SY","Sun Country Airlines d/b/a MN Airlines","Sun Country Airlines d/b/a MN Airlines","06795","D",2021,2,
43204.82,725.55,0.00,0.00,0.00,0.00,0.00,0.00,112558.54,56399.66,11417.80,10750.06,13488.03,7043.33,12692.97,0.00,111832.99,43204.82,20377,"X9","Omni Air International LLC","Omni Air International LLC","16736","I",2021,2,
44959.78,61253.16,0.00,244650.27,0.00,0.00,11512.65,0.00,256162.92,113246.97,36974.40,0.00,23350.05,10065.42,10937.81,0.00,194909.76,58770.95,19917,"5X","United Parcel Service","United Parcel Service","16911","A",2021,1,
46810.15,56480.89,0.00,57803.24,0.00,0.00,5104.03,0.00,269602.59,93192.01,50366.31,5592.42,29997.83,18337.22,12329.14,110.28,213121.70,54668.63,20007,"5Y","Atlas Air Inc.","Atlas Air Inc.","06087","D",2021,2,
47138.37,32508.04,204850.24,130182.63,3392.39,538.92,92.41,14908.33,373708.85,142292.56,20765.86,40286.52,45951.72,32187.29,31315.45,3730.93,341200.81,59179.48,19977,"UA","United Air Lines Inc.","United Air Lines Inc.","10877","P",2021,3,
47613.04,64314.58,0.00,264112.86,0.00,0.00,12629.38,0.00,276742.24,123093.48,41633.18,0.00,23758.42,11150.28,12446.23,0.00,212427.66,61674.93,19917,"5X","United Parcel Service","United Parcel Service","16911","A",2021,2,
47885.79,-25093.34,222934.60,0.00,0.00,0.00,1131.07,0.00,224065.67,78022.60,86446.57,23456.05,3173.97,25294.35,32765.47,0.00,249159.01,61200.68,20452,"YX","Republic Airline","Republic Airline","06003","D",2021,1,
49169.00,19151.00,110545.00,0.00,0.00,0.00,28.00,0.00,110572.00,18496.00,26661.00,8132.00,5976.00,15439.00,16718.00,0.00,91422.00,62418.00,19687,"QX","Horizon Air","Horizon Air","06580","D",2021,2,
51375.87,-61715.98,817247.66,241934.57,18497.38,2171.04,381.69,28811.35,1115721.11,463370.41,78601.64,147840.54,192701.43,98424.76,117323.68,12723.99,1177437.10,69334.77,19977,"UA","United Air Lines Inc.","United Air Lines Inc.","10874","A",2021,3,
51810.05,64937.77,0.00,66723.85,0.00,0.00,5517.27,0.00,270147.74,95821.66,40475.36,5805.63,28163.31,19067.43,12795.16,108.51,205209.98,61287.55,20007,"5Y","Atlas Air Inc.","Atlas Air Inc.","06087","D",2021,3,
55260.11,-6406.55,0.00,0.00,0.00,0.00,0.00,0.00,100494.23,54338.48,10640.88,10505.97,12170.47,6893.66,12334.31,5.75,106900.77,55260.11,20377,"X9","Omni Air International LLC","Omni Air International LLC","16736","I",2021,1,
58318.20,62813.82,,151415.25,,,,22701.73,430682.81,161442.97,81170.19,,34463.35,11856.53,15627.91,54238.79,367868.99,60549.50,20370,"KAQ","Kalitta Air LLC","Kalitta Air LLC","16683","I",2021,2,
59991.00,-42828.00,383404.00,17015.00,25934.00,2892.00,76077.00,12740.00,519054.00,220185.00,53674.00,44823.00,104745.00,44025.00,49042.00,9976.00,561882.00,70508.00,19790,"DL","Delta Air Lines Inc.","Delta Air Lines Inc.","10260","L",2021,2,
63310.09,51260.59,,125979.52,,,,22110.87,382491.94,142185.23,77839.07,,32543.15,3918.37,15434.53,49066.62,331231.35,63950.56,20370,"KAQ","Kalitta Air LLC","Kalitta Air LLC","16683","I",2021,1,
63842.36,57779.21,465639.50,190.95,52331.56,5927.94,2378.87,35225.95,563615.50,205962.48,69340.61,45977.36,92543.46,31707.73,36237.44,166.26,505836.29,93515.76,20409,"B6","JetBlue Airways","JetBlue Airways","16673","L",2021,3,
65132.94,-58275.24,1185382.03,430.55,117999.17,13366.54,5363.96,79428.80,1403404.55,584931.61,197322.70,128109.08,286990.28,89252.59,103186.03,462.87,1461679.80,95406.20,20409,"B6","JetBlue Airways","JetBlue Airways","06673","D",2021,3,
72820.44,94867.87,0.00,293803.92,0.00,0.00,14831.43,0.00,308635.35,130512.70,36178.53,0.00,23033.37,11477.48,12246.81,0.00,213767.48,92294.60,19917,"5X","United Parcel Service","United Parcel Service","16911","A",2021,3,
76905.67,20697.43,274006.15,0.00,0.00,0.00,7429.26,0.00,281435.41,82651.43,87331.42,29420.68,3256.08,23884.17,34194.20,0.00,260737.99,90836.48,20452,"YX","Republic Airline","Republic Airline","06003","D",2021,2,
78116.84,104981.99,0.00,420969.06,0.00,0.00,382.97,0.00,421404.64,190400.95,56983.32,0.00,34151.56,16027.98,18361.40,0.00,316422.65,101187.62,19917,"5X","United Parcel Service","United Parcel Service","16913","P",2021,2,
86314.73,113425.49,0.00,465300.98,0.00,0.00,396.09,0.00,465755.11,210306.39,62600.20,0.00,36053.33,17965.29,24905.74,0.00,352329.62,109397.64,19917,"5X","United Parcel Service","United Parcel Service","16913","P",2021,3,
90663.12,121887.20,0.00,395377.08,0.00,0.00,326.75,0.00,395760.88,164442.29,47957.20,0.00,31732.65,13678.88,15607.26,0.00,273873.68,118513.88,19917,"5X","United Parcel Service","United Parcel Service","16913","P",2021,1,
97910.47,80454.48,351044.02,0.00,67958.82,17469.25,24548.95,5727.60,471882.78,176737.76,34497.35,22858.69,59092.19,34774.25,43957.76,0.00,391428.30,125454.62,20368,"G4","Allegiant Air","Allegiant Air","06035","D",2021,2,
112868.00,-993014.00,1569058.00,41031.00,9729.00,,364703.00,14759.00,2002938.00,1076890.00,393050.00,195535.00,633088.00,221494.00,305534.00,27150.00,2995952.00,142194.00,19393,"WN","Southwest Airlines Co.","Southwest Airlines Co.","06725","D",2021,1,
117536.00,66396.00,452337.00,14580.00,28721.00,3186.00,76027.00,14825.00,590660.00,182711.00,58874.00,49061.00,105370.00,37977.00,39531.00,11400.00,524264.00,141014.00,19790,"DL","Delta Air Lines Inc.","Delta Air Lines Inc.","10260","L",2021,3,
176316.00,220832.00,1211296.00,23615.00,67515.00,75424.00,34745.00,447844.00,1881289.00,536621.00,125736.00,143731.00,237331.00,91663.00,77302.00,365250.00,1660457.00,225974.00,19930,"AS","Alaska Airlines Inc.","Alaska Airlines Inc.","06031","D",2021,3,
189586.00,107600.00,655936.00,102939.00,25635.00,4033.00,117026.00,2356.00,935453.00,332668.00,73402.00,78653.00,168924.00,60883.00,48444.00,1811.00,827853.00,227225.00,19790,"DL","Delta Air Lines Inc.","Delta Air Lines Inc.","10261","A",2021,3,
312316.00,-33863.00,921711.00,22763.00,58564.00,28680.00,25361.00,379965.00,1456205.00,459301.00,127956.00,119411.00,214687.00,69142.00,75033.00,351467.00,1490068.00,410739.00,19930,"AS","Alaska Airlines Inc.","Alaska Airlines Inc.","06031","D",2021,2,
336752.00,-126213.00,3283584.00,46314.00,14962.00,,507946.00,21042.00,3881342.00,1538616.00,397417.00,355969.00,829588.00,353846.00,309511.00,28788.00,4007555.00,485951.00,19393,"WN","Southwest Airlines Co.","Southwest Airlines Co.","06725","D",2021,2,
360400.54,12481.01,3199315.99,60919.35,185515.61,10173.44,1720.42,1880452.66,5411710.49,1484897.99,426735.31,369676.88,1203728.53,379656.99,362829.58,960360.32,5399229.48,459260.23,19977,"UA","United Air Lines Inc.","United Air Lines Inc.","0A875","D",2021,3,
431315.00,-28628.00,3899941.00,44612.00,16354.00,,529110.00,25264.00,4526607.00,1836217.00,449129.00,431445.00,910605.00,369788.00,312101.00,27977.00,4555235.00,580621.00,19393,"WN","Southwest Airlines Co.","Southwest Airlines Co.","06725","D",2021,3,
553963.67,-395724.00,3191351.00,53982.00,180998.00,13504.00,515787.00,1973255.00,5994807.00,1796060.00,447229.00,430220.00,1005359.00,422559.00,404053.00,1545156.00,6390531.00,654907.67,19790,"DL","Delta Air Lines Inc.","Delta Air Lines Inc.","01260","D",2021,2,
654879.60,-52378.35,4519379.49,37138.49,274986.10,5313.26,531638.75,1743108.58,7118594.12,2135392.33,771669.06,522619.85,809041.14,919088.47,348839.65,1372671.76,7170972.47,722981.48,19805,"AA","American Airlines Inc.","American Airlines Inc.","0A050","D",2021,3,
656547.63,-410253.17,3628455.45,37003.43,262899.02,6651.45,487392.64,1545905.89,5971897.31,1885572.68,674423.77,431990.09,730067.29,867711.43,342299.17,1198672.02,6382150.47,656015.36,19805,"AA","American Airlines Inc.","American Airlines Inc.","0A050","D",2021,2,
861471.85,370605.00,4214869.00,57019.00,210075.00,15598.00,573994.00,2282562.00,7412240.00,1826676.00,598017.00,521054.00,1119087.00,403335.00,400462.00,1755195.00,7041635.00,1110820.85,19790,"DL","Delta Air Lines Inc.","Delta Air Lines Inc.","01260","D",2021,3,
1086243.00,1486051.00,,3030720.00,,,61066.00,3602512.00,6700023.00,793161.00,499372.00,,426103.00,458257.00,208007.00,2810637.00,5213972.00,1449375.00,20107,"FX","Federal Express Corporation","Federal Express Corporation","06200","D",2021,2,
1118261.00,1302169.00,,2959255.00,,,51739.00,3422802.00,6436186.00,773062.00,500881.00,,416937.00,479083.00,213764.00,2738033.00,5134017.00,1132101.00,20107,"FX","Federal Express Corporation","Federal Express Corporation","06200","D",2021,1,
1143225.00,1532869.00,,3055054.00,,,52245.00,3615506.00,6723051.00,859318.00,498302.00,,423545.00,383655.00,210807.00,2798776.00,5190182.00,1439623.00,20107,"FX","Federal Express Corporation","Federal Express Corporation","06200","D",2021,3,
