net_income,op_profit_loss,trans_rev_pax,prop_freight,prop_bag,res_cancel_fees,misc_op_rev,trans_revenue,op_revenues,flying_ops,maintenance,pax_service,aircft_services,general_admin,deprec_amort,trans_expenses,op_expenses,income_pre_tax,airline_id,unique_carrier,unique_carrier_name,carrier_name,unique_carrier_entity,region,year,quarter
14611.94,56928.8,1066315.98,103134.75,36141.95,21054.53,342.13,60310.19,1306504.04,523761.53,78964.19,162234.4,157051.62,120994.89,97977.37,17308.67,1249575.24,18804.68,19977,UA,United Air Lines Inc.,United Air Lines Inc.,10877,P,2019,2
15074.12,27106.73,169747.42,0,0,0,0,0,169747.42,46703.43,55489.08,8228.58,982.57,12451.96,18784.55,0,142640.69,15074.12,20378,YV,Mesa Airlines Inc.,Mesa Airlines Inc.,06689,D,2019,4
15134.75,34083.21,305701.67,0,0,0,3887.36,0,309589.04,84641.75,89347.37,25205.62,4019.92,22367.83,49923.33,0,275505.83,20383.6,20452,YX,Republic Airline,Republic Airline,06003,D,2019,1
15616,19423,119003,994,309,0,12476,845,133663,45941,13342,9720,21822,9093,6792,750,114240,19407,19393,WN,Southwest Airlines Co.,Southwest Airlines Co.,11033,L,2019,3
16088.28,16512.17,258769.34,0,89005.31,9776.91,1329.99,141857.2,500738.76,296251.42,22326.74,44685.57,75610.62,5880.57,12889.03,0,484226.59,20806.53,20436,F9,Frontier Airlines Inc.,Frontier Airlines Inc.,06460,D,2019,1
17178.13,32971.5,162468.41,0,0,0,0,0,162468.41,48777.2,42277.73,7489.3,976.81,12523.98,17451.88,0,129496.91,17178.13,20378,YV,Mesa Airlines Inc.,Mesa Airlines Inc.,06689,D,2019,1
18216.11,26200.47,385415.57,1.67,21422.85,11823.75,1594.56,18751.33,439009.73,180499.36,48237.94,34704.08,70565.09,25525.46,28741.18,122.07,412809.26,23986.25,20409,B6,JetBlue Airways,JetBlue Airways,16673,L,2019,2
18507.37,31020.39,192388.31,5636.56,7442.25,1918.53,2165.1,11993.44,221863.82,73547.24,21757.36,20955.44,24521.43,22614.15,10416.85,1171.68,190843.43,28358.37,19690,HA,Hawaiian Airlines Inc.,Hawaiian Airlines Inc.,15375,P,2019,3
19232.47,37428.84,331416.48,0,0,0,7687.05,0,339103.53,85602.99,102027.1,26163.99,3886.4,31272.02,52722.2,0,301674.69,24448.35,20452,YX,Republic Airline,Republic Airline,06003,D,2019,4
20577.96,40766.11,324253.29,0,0,0,4758.67,0,329011.95,83996.51,99762.38,26037.69,3612.64,22267.19,52569.44,0,288245.85,27643.62,20452,YX,Republic Airline,Republic Airline,06003,D,2019,3
21329,27881,151723,1288,396,0,15652,1052,170194,57743,15821,12374,27166,11315,8663,922,142313,27886,19393,WN,Southwest Airlines Co.,Southwest Airlines Co.,11033,L,2019,2
21462.49,43275.51,327959.9,0,0,0,4125.62,0,332085.52,84556.6,98326,27465.41,3772.78,23517.39,51171.84,0,288810.02,28847.49,20452,YX,Republic Airline,Republic Airline,06003,D,2019,2
21714.8,32400.76,342506.82,12.94,21016.11,11443.61,1310.63,20144.95,396435.06,154987.19,36483.98,32386.06,63889.66,25198.31,28719.77,116.99,364034.3,29615.72,20409,B6,JetBlue Airways,JetBlue Airways,16673,L,2019,4
22512,32508,1235228,19813,65303,47564,22876,379177,1784210,595505,150878,140285,234668,120336,75753,340093,1751702,21525,19930,AS,Alaska Airlines Inc.,Alaska Airlines Inc.,06031,D,2019,1
23455.67,35745.45,87853.21,46.87,12982.15,913.41,757.97,3669.88,141184.62,45507.25,10376.99,6207.46,16904.69,10856.88,5421.34,559.28,105439.17,33569.91,20422,SY,Sun Country Airlines d/b/a MN Airlines,Sun Country Airlines d/b/a MN Airlines,06795,D,2019,1
29354.01,39513.1,645782.62,0,0,0,0,14629.22,686277.53,311625.01,145475.46,45548.64,45947.58,57554.91,39935.31,0,646764.43,36196.63,20304,OO,SkyWest Airlines Inc.,SkyWest Airlines Inc.,06700,D,2019,1
29619.94,48625.62,796477.35,16778.32,28617.95,17805.65,186.39,114875.63,975258.41,328844.74,84477.71,93067.46,183779.48,59332.08,55794.42,63633.47,926632.79,37039.35,19977,UA,United Air Lines Inc.,United Air Lines Inc.,10876,L,2019,1
30582.16,63787.86,1299676.64,15.71,64329.41,34168.52,4526.92,56348.95,1459292.5,576668.06,158469.93,124928.14,258740.3,95544.34,96279.16,293.18,1395504.65,42633.2,20409,B6,JetBlue Airways,JetBlue Airways,06673,D,2019,1
42948.31,60957.25,690524.05,0,0,0,0,9426.76,730765.75,327000.84,172284.83,46792.06,43553.72,35593.5,44008.02,0,669808.5,58648.9,20304,OO,SkyWest Airlines Inc.,SkyWest Airlines Inc.,06700,D,2019,4
45133.27,56081.64,410687.75,17423.53,13505.22,3648.04,4948.25,26635.66,477502.21,149834.82,64771.87,43771.26,63477.69,37021.05,27766.85,7505.78,421420.58,54226.77,19690,HA,Hawaiian Airlines Inc.,Hawaiian Airlines Inc.,05375,D,2019,1
45221.76,59004.82,440289.83,17579.79,14102.03,3918.77,4407.17,29107.8,514952.23,158714.96,64925.06,48656,66657.2,40919.43,28078.8,17350.99,455947.42,57933.76,19690,HA,Hawaiian Airlines Inc.,Hawaiian Airlines Inc.,05375,D,2019,4
48049.5,57817.67,328892.58,0,132249.55,12486.33,1416.89,152729.13,627774.48,368555.45,36277.6,39362.24,86507.25,-4788.74,11017.64,0,569956.8,61934.58,20436,F9,Frontier Airlines Inc.,Frontier Airlines Inc.,06460,D,2019,4
49346.88,77267.86,415284.12,0,154935.41,12587.4,168693.12,1600.51,753100.55,344197.06,42660.41,39083.33,58146.11,115674.24,44638.89,0,675832.69,63431.32,20416,NK,Spirit Air Lines,Spirit Air Lines,06830,D,2019,1
54431.3,63909.96,309539.53,0,64957.2,11745.92,1058.73,3767.64,410866.44,157003.66,37496.04,19574.77,45047.93,32409.94,37742.96,0,346956.48,54432.15,20368,G4,Allegiant Air,Allegiant Air,06035,D,2019,3
55209.09,81315.9,775190.76,18884.28,26459.9,15397.53,167.83,105463.58,942513.49,314129.36,72230.91,82100.24,150105.44,69171.23,50339.97,66769.16,861197.58,71056.38,19977,UA,United Air Lines Inc.,United Air Lines Inc.,10876,L,2019,2
59895.81,81278.73,690691.53,0,0,0,0,10001.59,730636.7,322917.26,155377.9,46602.43,44308.3,38945.08,40496.18,0,649357.98,78072.72,20304,OO,SkyWest Airlines Inc.,SkyWest Airlines Inc.,06700,D,2019,2
60009.62,60009.62,1596362.48,90167.2,69595.96,42260.09,144773.7,40212.74,1996679.26,748881.88,230533.65,190820.3,233345.82,317036.88,104892.62,8322.09,1936669.64,60009.62,19805,AA,American Airlines Inc.,American Airlines Inc.,10049,A,2019,3
60810.15,81027.4,704042.36,0,0,0,0,11356.71,746365.92,323758.91,166903.9,47301.26,43361.47,40063.01,43244.93,0,665338.52,78359.68,20304,OO,SkyWest Airlines Inc.,SkyWest Airlines Inc.,06700,D,2019,3
62359.28,83858.88,459330.26,17691.17,15608.85,3929.43,4686.47,29841.23,531342.09,164140.53,63883.81,46129.38,65888.49,43727.78,29625.43,5258.89,447483.21,78178.77,19690,HA,Hawaiian Airlines Inc.,Hawaiian Airlines Inc.,05375,D,2019,2
63538.22,87845.58,452687.06,7.51,25288.34,13545.91,2416.04,22594.89,516539.74,185361.28,46809.24,37186.8,75082.67,26611.57,31915.19,134.3,428694.17,86360.47,20409,B6,JetBlue Airways,JetBlue Airways,16673,L,2019,3
63975,81089,553179,43290,4203,8372,67533,11121,688384,269380,36753,57866,104025,44351,36620,10316,607295,82510,19790,DL,Delta Air Lines Inc.,Delta Air Lines Inc.,10262,P,2019,4
65169,83698,547356.68,41061,4319,8784,60742,9685.32,672054,265111,39074,57333,105655,28314,37753,8973,588356,79608,19790,DL,Delta Air Lines Inc.,Delta Air Lines Inc.,10262,P,2019,1
67047.68,92527.42,457406.12,18331.8,15146.05,3904.49,4406.3,29126.95,532743.31,155742.12,61421.45,45191.41,67817,45574.51,30384.34,5343.95,440215.89,87095.89,19690,HA,Hawaiian Airlines Inc.,Hawaiian Airlines Inc.,05375,D,2019,3
68068,108552,617805,40085,4489,8272,64685,9332,745153,294632,36639,57888,97750,49263,43231,8183,636601,96465,19790,DL,Delta Air Lines Inc.,Delta Air Lines Inc.,10262,P,2019,2
69809.24,87285.94,318079.9,0,97278.96,11555.28,1364.31,165172.7,593451.15,310421.99,29136.46,37083.49,85619.86,1117.92,11395.36,0,506165.21,90721.29,20436,F9,Frontier Airlines Inc.,Frontier Airlines Inc.,06460,D,2019,2
72645.57,95844.68,774515.27,18773.44,36470.37,14627.18,249.39,113050.4,958187.87,290347.25,79739.84,81204.9,151879.61,81986.36,52041.26,68692.23,862343.19,94501.79,19977,UA,United Air Lines Inc.,United Air Lines Inc.,10876,L,2019,4
72768.09,111663.05,469177.56,0,176261.76,13802.07,208078.23,1635.86,868955.47,379459.75,53957.8,43081.85,66573.6,124438.78,55473.91,0,757292.43,95659.82,20416,NK,Spirit Air Lines,Spirit Air Lines,06830,D,2019,4
74115.98,110717.49,490304.44,0,169672.01,15101.12,204143.42,1646.2,880867.19,377557.13,48933.92,44198.55,65922.88,147514.86,51249.22,0,770149.69,96803.06,20416,NK,Spirit Air Lines,Spirit Air Lines,06830,D,2019,3
75740.85,84556.7,334856.32,0,62550.7,14092.94,1191.17,3722.43,438612.5,158366.18,36045.33,17724.91,45909.11,36310.7,40012.77,0,354055.79,75740.85,20368,G4,Allegiant Air,Allegiant Air,06035,D,2019,4
76966.84,85040.74,273271.69,0,63660.47,5739.84,630.61,75783.43,429660.56,161306.24,35298.15,20864.13,40556.62,31412.33,34578.14,0,344619.82,76786.98,20368,G4,Allegiant Air,Allegiant Air,06035,D,2019,1
77415.52,109381.64,722813.63,18866.81,35680.79,14967.65,94.73,110606.71,903451,278354.69,75255.81,75476.2,137027.97,63294.37,46374.54,66767.78,794069.36,101687.95,19977,UA,United Air Lines Inc.,United Air Lines Inc.,10876,L,2019,3
77605.93,96348.71,349861.82,0,127791.86,13426.21,1382.55,147126.58,639589.02,314278.72,34021.61,38101.92,94354.01,17423.53,10297.54,0,543240.32,100310.4,20436,F9,Frontier Airlines Inc.,Frontier Airlines Inc.,06460,D,2019,3
79625,103762,723141.18,10002,32596,13317,73536,26438.82,879031,303275,68111,74686,137632,36883,69123,25452,775269,98434,19790,DL,Delta Air Lines Inc.,Delta Air Lines Inc.,10260,L,2019,1
90521.85,90521.85,1407200.01,90514.09,61907.48,36580.05,127888.68,37131.27,1774410.32,672901.23,200178.85,167468.34,206832.17,249219.54,91873.15,7273.55,1683888.47,90521.85,19805,AA,American Airlines Inc.,American Airlines Inc.,10049,A,2019,2
91340.63,100607.39,282742.08,0,73926.49,6562.6,1286.31,89841.62,466845.71,173921.94,33611.42,20720.5,47292.47,34375.25,36224.01,0,366238.32,91340.63,20368,G4,Allegiant Air,Allegiant Air,06035,D,2019,2
95009,112921,586545,11278,26394,9941,68925,18984,722067,227769,47882,60564,108876,46419,49807,17608,609146,114408,19790,DL,Delta Air Lines Inc.,Delta Air Lines Inc.,10260,L,2019,4
100655.47,144101.82,506341.11,0,171330.38,14248.63,196503.41,1964.7,890388.23,384925.82,45870.4,41666.85,60667.73,129197.87,48268.47,0,746286.4,130601.01,20416,NK,Spirit Air Lines,Spirit Air Lines,06830,D,2019,2
102372,133593,563153,10623,28495,10555,62733,23622,699181,213075,42267,55642,94974,48836,44128,20984,565588,128120,19790,DL,Delta Air Lines Inc.,Delta Air Lines Inc.,10260,L,2019,3
104680,146483,628155,9537,31301,11107,65983,26982,773065,238016,46435,59772,100932,50866,56290,23661,626582,134001,19790,DL,Delta Air Lines Inc.,Delta Air Lines Inc.,10260,L,2019,2
106607,142155,657952,41550,5099,9022,68281,10340,792686,287939,36980,63355,108138,55605,37316,9185,650531,135924,19790,DL,Delta Air Lines Inc.,Delta Air Lines Inc.,10262,P,2019,3
111328.48,162900.73,1251023.22,88056.16,44492.6,27503.54,333.03,38700.9,1458342.43,488825.34,108043.91,185334.73,199808.6,94221.28,110035.72,23475.34,1295441.7,145748.36,19977,UA,United Air Lines Inc.,United Air Lines Inc.,10874,A,2019,1
122977.33,155354.96,1391573.49,20.95,70521.99,37775.69,6737.64,63010.74,1569640.5,598849.92,160664.87,124526.62,252211.6,89429.97,102148.11,451.31,1414285.54,167149.47,20409,B6,JetBlue Airways,JetBlue Airways,06673,D,2019,3
138189.35,192652.89,1561109.89,93739.78,16057.16,30630.27,619.4,48136.18,1759715.51,577154.23,123242.86,207859.91,230273.34,168382.11,129568.84,29999.76,1567062.62,189445.66,19977,UA,United Air Lines Inc.,United Air Lines Inc.,10874,A,2019,4
139678.21,195481.59,1454583.44,43.19,70136.84,38190.63,4373.95,67229.54,1634689.89,603168.47,150880.98,130846.94,252108.62,101093.74,111257.78,469.46,1439208.3,190500.01,20409,B6,JetBlue Airways,JetBlue Airways,06673,D,2019,4
161268.28,223669.34,1495203.46,5.35,68436.75,37771.77,5093.92,59902.39,1666413.65,612466.65,168008.01,127235.91,253949.59,92997.88,98504.13,445.51,1442744.3,212351.68,20409,B6,JetBlue Airways,JetBlue Airways,06673,D,2019,2
167004.55,282529.71,4838971.04,24922.18,207210.13,135019.39,460623.18,1793084.93,7466264.72,2093414.63,678011.46,530861.79,662094.61,821128.95,306964.91,1812273.77,7183735.02,241066.56,19805,AA,American Airlines Inc.,American Airlines Inc.,0A050,D,2019,1
177164,238578,1525798,18988,74177,37809,26340,437489,2137900,650131,139875,157980,260275,149804,82037,356724,1899322,233844,19930,AS,Alaska Airlines Inc.,Alaska Airlines Inc.,06031,D,2019,4
178701.05,285022.33,3522429.39,50173.48,127488.59,80305.55,1700.2,2058182.55,5875103.86,1426704.37,455783.97,395750.05,1083218.9,359985.96,259431.15,1317212.95,5590081.53,227589.6,19977,UA,United Air Lines Inc.,United Air Lines Inc.,0A875,D,2019,1
180431,214960,1011868.59,70501,17503,16734,123472,2167.41,1248404,448450,71799,106841,196886,52763,69180,1539,1033444,207337,19790,DL,Delta Air Lines Inc.,Delta Air Lines Inc.,10261,A,2019,1
224697,262550,1230468,60370,22271,19717,154325,29127,1523468,515394,78560,127981,230070,98091,77680,27016,1260918,265690,19790,DL,Delta Air Lines Inc.,Delta Air Lines Inc.,10261,A,2019,4
231466.93,231466.93,1371339.55,40164.1,52897.04,34526.7,117570.24,32409.38,1655512.82,553179.93,179012.4,140160.78,174819.33,216580.2,81062.31,5579.56,1424045.88,231466.93,19805,AA,American Airlines Inc.,American Airlines Inc.,10050,L,2019,1
241222.78,348028.44,1893263.8,85509.25,20709.55,39061.86,120,56826.5,2103547.26,667780.09,144264.1,239134.31,254938.52,162610.42,136939.05,32405.44,1755518.81,323728.76,19977,UA,United Air Lines Inc.,United Air Lines Inc.,10874,A,2019,3
244122.63,244122.63,1240669.35,40770.68,48081.43,28671.29,99813.26,28943.18,1492915.78,496508.6,148728.28,124246.51,153383.37,186713.64,68366.84,5441.22,1248793.16,244122.63,19805,AA,American Airlines Inc.,American Airlines Inc.,10050,L,2019,2
250219,348793,1575748,25422,81771,50099,25468,432361,2207968,672435,145362,154087,225720,129460,80723,344371,1859174,335610,19930,AS,Alaska Airlines Inc.,Alaska Airlines Inc.,06031,D,2019,2
261135.04,581527.82,5090187.03,18567.75,207127.1,125176.18,428137,2091148.17,7968658.12,2090522.4,656893.54,543939.55,665423.14,901387.2,298792.24,1937129.53,7387130.3,421466.74,19805,AA,American Airlines Inc.,American Airlines Inc.,0A050,D,2019,3
276587.2,276587.2,1217517.55,36248.4,43996.39,26298.42,89591.84,25145.47,1444145.11,451300.83,139488.69,115765.65,141662,188773.27,63362.85,5008.72,1167557.91,276587.2,19805,AA,American Airlines Inc.,American Airlines Inc.,10050,L,2019,3
305166,399666,1671983,26449,91192,46918,25499,446888,2325964,667313,147498,161361,277103,135113,82520,350263,1926298,393113,19930,AS,Alaska Airlines Inc.,Alaska Airlines Inc.,06031,D,2019,3
306697.45,306697.45,1217788.39,38316.94,44660.01,26225.84,101779.64,27866.65,1463758.54,440298.72,152124.85,112016.47,143079.14,173710.54,68255.35,4549.23,1157061.09,306697.45,19805,AA,American Airlines Inc.,American Airlines Inc.,10050,L,2019,4
313158.2,425318.01,1820738.05,85906.36,61758.43,35268.4,367.72,52875.47,2065217.24,645205.26,119396.29,225206.73,231552.95,149784.63,126080.29,31341.33,1639899.23,403055.51,19977,UA,United Air Lines Inc.,United Air Lines Inc.,10874,A,2019,2
361534,474636,1776922,68690,25639,22538,172571,3570,2077004,683589,95196,161723,273084,137626,111083,3131,1602368,440866,19790,DL,Delta Air Lines Inc.,Delta Air Lines Inc.,10261,A,2019,2
374997,489134,4390402,40940,11649,0,503767,34740,4988013,1794269,527711,386072,856045,370695,287103,31445,4498879,487890,19393,WN,Southwest Airlines Co.,Southwest Airlines Co.,06725,D,2019,1
408228,509964,1940488,71281,30418,26289,185616,2688,2263014,738452,106206,181312,309476,159134,107229,2387,1753050,492130,19790,DL,Delta Air Lines Inc.,Delta Air Lines Inc.,10261,A,2019,3
415863.33,641417.93,5164000.1,21793.56,213267.14,127228.45,485975.54,2061795.98,8086950.69,2092366.17,732759.27,540367.31,689570.97,834190.13,329360.06,1924763.38,7445532.76,577101.77,19805,AA,American Airlines Inc.,American Airlines Inc.,0A050,D,2019,4
422508,617061,4850237.45,48794,188299,172331,563161,1784902.55,7691968,1855361,445502,618926,1140558,305654,434994,1775797,7074907,578376,19790,DL,Delta Air Lines Inc.,Delta Air Lines Inc.,01260,D,2019,1
472610.13,885779.4,5222344.68,21043,217799.74,129835.14,451640.61,2144108.57,8193408.39,2132262.58,645337.4,538564.48,665353,811462.74,296350.39,1934535.48,7307628.99,710003.27,19805,AA,American Airlines Inc.,American Airlines Inc.,0A050,D,2019,2
500392,647386,4956187,42202,11691,0,533074,33880,5579748,1995571,528476,424775,937253,438015,304132,30064,4932362,648936,19393,WN,Southwest Airlines Co.,Southwest Airlines Co.,06725,D,2019,4
501833.51,651868.67,4167939.64,49054.57,175468.93,81980.05,2583.25,2361962.37,6903994.96,1539103.63,531578.46,427585.91,1129446.81,552959.31,291659.01,1447426.56,6252126.29,654892.18,19977,UA,United Air Lines Inc.,United Air Lines Inc.,0A875,D,2019,4
643259,800051,4902224,40951,12737,0,513951,34800,5506157,1892504,549631,400381,898917,374585,279847,30898,4706106,799436,19393,WN,Southwest Airlines Co.,Southwest Airlines Co.,06725,D,2019,3
668960.07,908783.06,4396984.74,48041.95,150588.54,89047.12,2070.05,2365684.79,7087134.27,1644534.47,478200.31,420645.34,1166726.48,457339.06,267585.88,1404466,6178351.21,861023.95,19977,UA,United Air Lines Inc.,United Air Lines Inc.,0A875,D,2019,2
706791.34,982236.71,4337711.01,48972.68,196886.82,91311.62,1498.41,2359843.92,7094071.59,1573304.14,523795.81,429074.18,1075418.87,478384.16,270519.34,1435530.25,6111834.88,927801.9,19977,UA,United Air Lines Inc.,United Air Lines Inc.,0A875,D,2019,3
719207,940166,5116424,43445,13353,0,527805,35464,5739274,1947217,533510,417262,916091,381555,292165,31100,4799108,940308,19393,WN,Southwest Airlines Co.,Southwest Airlines Co.,06725,D,2019,2
737340,939208,5512837,47897,198809,177434,638254,1846822,8529069,1961286,450393,685815,1232887,525644,452129,1713004,7589861,957008,19790,DL,Delta Air Lines Inc.,Delta Air Lines Inc.,01260,D,2019,4
872896,1351099,5860544,45628,226922,184559,571011,2035421,8986257,2006592,422089,666507,1125465,567198,498105,1784846,7635158,1199848,19790,DL,Delta Air Lines Inc.,Delta Air Lines Inc.,01260,D,2019,2
876781,1277058,5787283,45532,229606,176737,601726,1941456,8835530,1989322,428605,676027,1153888,593334,437645,1724648,7558472,1189612,19790,DL,Delta Air Lines Inc.,Delta Air Lines Inc.,01260,D,2019,3
-4572596.01,-2908378,412343,14930,23905,20027,184832,494562,1207881,1156551,204428,300142,661741,259661,505064,859669,4116259,-5559700.01,19790,DL,Delta Air Lines Inc.,Delta Air Lines Inc.,01260,D,2020,2
-4526428.43,-2015723,1160252,25032,72089,4540,343525,926282,2599495,1216704,280736,305740,800765,219001,473059,1102322,4615218,-5725489.43,19790,DL,Delta Air Lines Inc.,Delta Air Lines Inc.,01260,D,2020,3
-1735853.74,-2102709.99,3699697.77,17653.3,183375.87,131170.6,461042.28,1548838.8,6047387.7,1980083.92,769270.63,526995.32,677679.88,1656594.97,379274.86,1909550.94,8150097.69,-2363575.74,19805,AA,American Airlines Inc.,American Airlines Inc.,0A050,D,2020,1
-1601905.31,-2003556.51,1664238.03,34307.7,144391.68,4174.33,443328.52,843645.17,3145005.83,1329753.57,617842.48,342242.55,545209.31,654436.31,367741.44,1181904.04,5148562.34,-2203428.23,19805,AA,American Airlines Inc.,American Airlines Inc.,0A050,D,2020,4
-1538579.79,-4029704.61,612416.29,24814.34,58287.65,11884.08,358419.95,343876.32,1414451.07,1326300.5,655811.56,389308.98,525826.53,1051758.06,443125.95,973451.18,5444155.68,-2102282.37,19805,AA,American Airlines Inc.,American Airlines Inc.,0A050,D,2020,2
-1476828.2,-4146599.97,1487012.29,24958.67,130270.74,9301.84,381794.48,667922.32,2706259.74,1444215.85,667429.47,423661.96,568293.61,2152874.49,413260.95,1084752.8,6852859.71,-2137533.81,19805,AA,American Airlines Inc.,American Airlines Inc.,0A050,D,2020,3
